RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
;;;;;;;;B>A;A;Лебяжий - ДС ''Серова'';1234567;243358;;270060,270058,270056,14554,14564,14565,14566,14531,15112,15113,15890,15114,15115,15566,15122,15774,15891,15665,15838,15020,15104,15103,15101,15105,15092,15093,15094,69175,69176;;
74с;;;;4 АП;17967,;;;A>B;A;ДС ''Малиновка-4'' - Городской Вал;1234567;240449;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,15196,204052,15197,15200,15205,15209,15211,15597,14690;;d1-d5 - 12.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Городской Вал - ДС ''Малиновка-4'';1234567;240448;;14690,15122,15568,15210,15208,15204,14908,212056,14910,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
75;;;;5 АП;17949,;;;A>B;A;ДС ''Малиновка-4'' - Станция метро ''Петровщина'';1234567;202028;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,15594,15595,15664,15197;;d1-d5 - 13.03.2019<br>d6-d7 - 22.02.2019
;;;;;;;;B>A;A;Станция метро ''Петровщина'' - ДС ''Малиновка-4'';1234567;202030;;15197,15198,15570,15571,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;;;0.74;D>A1;A;АП 5 - ДС ''Малиновка-4'' (подбор со Станция метро ''Петровщина'');1234567;202029;;15198,15570,15571,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
76э;;;;6 АП;17383,;;;A>B;A;ДС Ангарская-4 - ТЦ ''Ждановичи'';234567;205224;;68909,15330,15331,15332,15414,15417,14740,14754,14757,14760,14758,14759,14696,15853,14553,14555,14556,14557,14558,58376;;d2-d5 - 08.03.2019<br>d6 - 05.08.2017<br>d7 - 05.08.2017
;;;;;;;;B>A;A;ТЦ ''Ждановичи'' - ДС Ангарская-4;234567;205225;;58376,14559,14560,14561,14562,14563,14552,15854,14844,14764,14765,14766,14767,14770,14774,15404,15409,15303,15304,15833,68909;;
77;;;;7 АП;17943,;;;A>B;A;ДС ''Уручье-2'' - Магистр;1234567;237849;;14386,14384,14382,14649,14651,14675,243482,243481,14419,14417,243422,243423,243425,243426;;d1-d5 - 15.04.2019<br>d6-d7 - 16.02.2019
;;;;;;;;B>A;A;Магистр - ДС ''Уручье-2'';1234567;237850;;243426,243421,243424,14416,14631,243428,243429,14676,14650,14381,14383,14385,14386;;
78;;;;4 АП;17988,;;;A>B;A;ДС Каменная горка-5 - Бобруйская;1234567;241263;;147018,73866,133344,72403,15553,15554,58331,72952,15517,15247,15254,15255,15263,15277,15278,15279,15280,15281,14685,14686,14687,14688,14570,14571,15893,15894,133147,212036;;d1-d5 - 20.04.2019<br>d6-d7 - 02.04.2019
;;;;;;;;B>A;A;Бобруйская  - ДС Каменная горка-5;1234567;241260;;212036,69093,15944,15892,14525,14526,14575,14576,14577,15220,15221,15222,15223,15224,15225,15256,15257,15258,15518,15519,72951,15520,15521,15522,147005,273193,147018;;
79;;;;6 АП;17963,;;;A>B;A;Автостанция "Автозаводская" - Вокзал;1234567;239881;;133405,14711,14743,14623,14622,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 08.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Вокзал - Автостанция "Автозаводская";1234567;239879;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14479,14583,14585,14584,14619,14620,16180,14626,133405;;
;;;;;;;0.74;B1>D;A;Вокзал - АП 6 (подбор);12345;239883;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14479;;
;;;;;;;0.26;D>A1;A;АП 6 - Автостанция "Автозаводская" (подбор с Машиностроителей);12345;239882;;14479,14583,14585,14584,14619,14620,16180,14626,133405;;
79д;;;;;;;;A>B;A;Автостанция "Автозаводская" - Станция аэрации - Вокзал;12345;239889;;133405,14626,14901,133409,14833,14511,14899,16254,14624,14705,14706,15769,14707,14708,14543,14542,14510,15623,15624,15625,15626,15627,15628,15907,15908,15909,15564,230003,15900;;d1-d5 - 08.03.2019
;;;;;;;;B>A;A;Вокзал - Станция аэрации -  Автостанция "Автозаводская";12345;239892;;15900,15901,15443,15905,15906,15612,15613,15614,15615,15616,15617,14508,14509,14541,14548,149028,14579,14588,14479,14583,14585,14584,14619,14620,14901,133409,14833,14511,14899,16254,14621,14712,14711,133405;;
80;;;;7 АП;;;;A>B;A;ДС ''Карбышева'' - Великий Лес;12345;239483;;14364,14439,14388,14390,14392,14395,14397,14399,14401,14403,14346,14342,14678,14500,14676,14652,14378,14642,14376,14373,14371;;d1-d5 - 08.03.2019
;;;;;;;;B>A;A;Великий Лес - ДС ''Карбышева'';12345;239484;;14371,14374,14375,14377,277102,14656,14653,14675,14488,14677,14343,14344,14402,14400,14398,14396,14394,14391,14389,14364;;
81э;;;;6 АП;17985,;;;A>B;A;ДС ''Лошица-2'' - Вокзал;12345;242534;;68811,15468,15485,15486,15491,15492,15493,15552,243538;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;Вокзал - ДС ''Лошица-2'';12345;242535;;243538,15443,15444,15454,15455,15459,15460,15461,68810,68811;;
82с;;;;2 АП;18032,;;;A>B;A;ДС ''Серебрянка'' - Корженевского;12345;248572;;14501,54305,54306,15757,15756,15754,14796,14802,14803,14805,14807,14808,14809,14810,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;d1-d5 - 16.05.2019
;;;;;;;;B>A;A;Корженевского - ДС ''Серебрянка'';12345;248570;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14720,14721,14722,14723,14724,14726,14728,14729,14730,15752,15753,14472,15758,15762,14475,14476,14501;;
83э;;;;4 АП;18004,;;;A>B;A;ДС ''Малиновка-4'' - ТЦ ''Ждановичи'';234567;245567;;54638,14951,14982,15585,15643,15645,58341,14874,14878,14600,14602,71450,133184,294624,133183;;d2-d5 - 18.04.2019<br>d6-d7 - 18.04.2019
;;;;;;;;B>A;A;ТЦ ''Ждановичи'' - ДС ''Малиновка-4'';234567;245568;;133183,294625,133185,151196,14606,14868,14870,58335,15640,15641,15577,14980,14949,147112,54638;;
;;;;;;;0.31;A1>D;A;ДС ''Малиновка-4'' -  АП 4;67;245566;;54638,14951,14982,15585,15643,15645;;
;;;;;;;0.28;D>A1;A;АП 4 - ДС ''Малиновка-4'';234567;245569;;15641,15577,14980,14949,147112,54638;;
84;;;;;18017,;;;A>B;A;ДС ''Малиновка-4'' - Слепянка;1234567;247260;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,15196,204052,15197,15200,14717,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;d1-d5 - 30.03.2019<br>d6-d7 - 01.05.2019
;;;;;;;;B>A;A;Слепянка - ДС ''Малиновка-4'';1234567;247261;;15440,14774,15441,15470,15471,15472,15815,15814,15811,14781,14782,14795,14796,14802,14803,14804,14805,14807,14808,14809,14810,14813,14814,14815,14908,212056,14910,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.13;B1>D;A;Слепянка  - Уральская - АП 4;1234567;247264;;15440,14774,15441,15470,15471,15472,15815;;
;;;;;;;0.87;D>A4;A;АП 4 - Уральская - Малиновка-4;1234567;247265;;15815,15814,15811,14781,14782,14795,14796,14802,14803,14804,14805,14807,14808,14809,14810,14813,14814,14815,14908,212056,14910,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.12;D>B1;A;АП 4 - Уральская - Слепянка;1234567;247262;;15473,15435,15436,15437,15438,15439,15440;;
;;;;4 АП + 5 АП;17985,;;0.38;A1>D;A;Малиновка-4 - Станция метро ''Михалово'' - АП 5;12345;242409;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,15196,204052,15197,15212;;
;;;;;;;0.88;A4>D;A;Малиновка-4 - Уральская  - АП 4;12345;242410;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14917,143099,14919,14920,14921,15196,204052,15197,15200,14717,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15815;;
;;;;;;;0.36;D>A2;A;АП 5 -  Станция метро ''Михалово'' - Малиновка-4;12345;242408;;14908,212056,14910,14911,14922,14923,14924,14925,14926,14927,14928,14929,14947,14948,14949,14950,147112,54638;;
;;;;;;;0.62;D>B2;A;АП 5 - Станция метро ''Михалово'' - Слепянка;12345;242402;;15200,14717,14719,14720,14721,14722,14723,14724,14726,14727,14728,14729,14730,14731,14732,14733,15812,15813,15473,15435,15436,15437,15438,15439,15440;;
85с;;;;2 АП;17971,;;;A>B;A;ДС Дружная - Гатово;1234567;241745;;15914,15918,15444,15447,15450,15456,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 16.05.2019<br>d6 - 16.03.2019<br>d6-d7 - 01.05.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;Гатово - ДС Дружная;1234567;241743;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547,15549,54334,71378,15914;;
;;;;;;;0.77;B1>D;A;Гатово - Камвольный к-т -  АП 2;1234567;241747;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15547;;
;;;;;;;0.77;D>B1;A;АП 2 - Камвольный к-т - Гатово;1234567;241746;;15450,15456,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;
86;;;;7 АП;17690,;;;A>B;A;Копище - Озерище;1234567;224002;;144043,161015,14662,14659,14657,14656,14653,14650,14648,14646,14644,14642,277303,14630,16157,14636,16158,14634;;d1-d5 - 27.04.2019<br>d6-d7 - 08.06.2018
;;;;;;;;B>A;A;Озерище - Копище;1234567;224003;;14634,14632,14637,14638,14640,277304,14643,14645,14647,14649,14651,14652,14654,14658,14661,144041,144042,144043;;
;;;;;18013,;;0.59;D>B1;A;АП 7 - Руссиянова - Озерище;12345;246833;;14650,14648,14646,14644,14642,277303,14630,16157,14636,16158,14634;;
87с;;;;6 АП +7 АП;18031,;;;A>B;A;ДС ''Зелёный Луг-6'' - Автостанция "Автозаводская";1234567;248547;;15788,15787,15784,15782,14451,14452,14453,14455,69222,14353,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;d1-d5 - 15.05.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Автостанция "Автозаводская" - ДС ''Зелёный Луг-6'';12345;248550;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,15442,14430,14349,14352,58345,69223,15946,69224,15781,15783,15785,15786,15788;;
;;;;;;;0.85;A1>D;A;ДС Зеленый Луг-6 - D АП6;12345;248553;;15788,15787,15784,15782,14451,14452,14453,14455,69222,14353,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295;;
;;;;;;;0;D>B;A;АП7 - Автостанция "Автозаводская";12345;248549;;14451,14452,14453,14455,69222,14353,14996,14351,133233,15418,15419,15420,15421,14774,14775,15283,15284,15289,15291,15292,15295,15296,15297,14712,14711,14830;;
;;;;7 АП;17971,;;;B>A;A;Автостанция "Автозаводская"  - ДС ''Зелёный Луг-6'';67;241450;;14830,15343,15344,15345,15294,15293,15290,15288,15286,15362,14739,15422,15423,15429,15442,14430,14349,14352,58345,69223,15946,69224,15781,15783,15785,15786,15788;;
88с;;;;6 АП;17963,;;;A>B;A;ДС Ангарская-4 - Ландера;12345;239901;;68909,15330,15331,15332,15340,14712,14711,14743,14623,133205,14586,15513,15523,15525,15535,15539,193111,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;d1-d5 - 08.03.2019
;;;;;;;;B>A;A;Ландера - ДС Ангарская-4;12345;239902;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.19;A1>D;A;ДС Ангарская-4 - АП 6 (Съезд с  Станция метро ''Могилевская'');12345;239906;;68909,15330,15331,15332,15340,14712;;
;;;;;;;0.57;B1>D;A;Ландера - АП 6 (съезд с Чижовки);12345;239905;;15035,15036,15037,15038,15047,15048,15049,15089,15960,15490,15459,15460,15469,15500,193108,15502,133126;;
;;;;;;;0.43;D>A1;A;АП 6 - ДС Ангарская-4 (подбор с Чижовки);12345;239903;;133126,15504,15506,14617,14584,133204,14620,16180,14626,15298,15300,15303,15304,15833,68909;;
;;;;;;;0.55;D>B1;A;АП 6 - Ландера (подбор с Чижовки);12345;239904;;15535,15539,193111,15541,15485,15486,15456,58334,15985,15052,15056,15057,15058,15031,15032,15033,15034,15035;;
89э;;;;7 АП;17628,;;;A>B;A;ДС ''Уручье-2'' - ТЦ ''Ждановичи'';234567;219414;;14386,14382,14649,14651,14488,14757,14760,14758,14759,14696,15853,15847,14553,14555,14556,14557,14558,58376;;d2-d5 - 07.04.2018<br>d6 - 06.04.2019<br>d7 - 06.04.2019
;;;;;;;;B>A;A;ТЦ ''Ждановичи'' - ДС ''Уручье-2'';234567;219415;;58376,14559,14560,14561,14562,14563,14552,54757,15854,14844,14764,14765,14495,14500,14650,14381,14383,14386;;
90;;;;2 АП;17481,;;;A>B;A;АС  Юго-Западная - Семеняко - АС Юго-Западная;1234567;210161;;132076,16253,15212,15213,71803,73043,15638,15639,58341,211243,277123,277124,277125,277317,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;d1-d5 - 13.03.2019<br>d6-d7 - 11.11.2017
;;;;;;;;B>A;A;АС  Юго-Западная - АС  Юго-Западная;1234567;210162;;277128,132076;;
;;;;;;;0.59;D>B1;A;АП 2 - Маршала Лосика - АС Юго-Западная;67;210166;;277125,277317,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;
;;;;;17968,;;0.59;D>B1;A;АП-2 - Маршала Лосика;12345;240798;;277125,277317,277126,277127,205011,205012,205013,211246,58336,211244,15647,15648,71807,73042,14906,14907,16249,277128;;
91;;;;7 АП;17963,;;;A>B;A;ДС ''Калиновского'' - Веснинка;1234567;239495;;14355,14486,14487,14431,14488,14677,14343,14490,14491,14492,14493,14524,14521,15018,15019,15748,15747,15732,14468,14469,15565,15009,15010,15011,15526,15039,15040,15855,15853,15851,15951,15042,277339,271134,58379;;d1-d5 - 08.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Веснинка -ДС ''Калиновского'';1234567;239498;;58379,15043,15045,15044,15951,15852,15854,15856,15084,15112,15113,15890,15114,15115,15600,15601,15602,15219,15731,14516,14517,14518,14519,14520,69238,14523,14494,14495,14496,14346,14342,14678,14512,14513,14514,14515,54322,14355;;
93;;;;6 АП;17936,;;;A>B;A;ДС Шабаны - Аэропорт Минск-1;1234567;237566;;14746,14747,14748,14749,69249,14824,14825,58378,14828,16041,15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14807,14808,14809,15842;;d1-d5 - 01.05.2019<br>d6-d7 - 09.02.2019
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС Шабаны;1234567;237567;;15842,15841,15873,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.37;A1>D;A;ДС Шабаны - Станция метро ''Могилевская'' - АП 6;1234567;237570;;14746,14747,14748,14749,69249,14824,14825,58378,14828,16041,14712;;
;;;;;;;0.67;B1>D;A;Аэропорт Минск-1 - Станция метро ''Могилевская'' - АП 6;1234567;237571;;15842,15841,15873,15878,15879,15882,14726,14727,14728,14729,14730,14731,15616,15617,15618,15619,15295,15296,15297,14712;;
;;;;;;;0.33;D>A1;A;АП 6 - Станция метро ''Могилевская'' - ДС Шабаны;1234567;237568;;15620,16040,16042,14826,14783,14750,14751,14744,14746;;
;;;;;;;0.63;D>B1;A;АП 6 - Станция метро ''Могилевская'' - Аэропорт Минск-1;1234567;237569;;15343,15344,15345,15621,15622,15623,15624,14782,14795,14796,14802,14803,14804,14805,14807,14808,14809,15842;;
94с;;;;;17641,;;;A>B;A;Автостанция "Автозаводская" - Чижовское кладбище;1234567;179858;;14830,15620,16014,15525,15536,58380;;d1-d5 - 08.03.2019<br>d6-d7 - 20.04.2018
;;;;;;;;B>A;A;Чижовское кладбище - Автостанция "Автозаводская";1234567;179859;;58380,15953,16182,14712,14711,14830;;
95;;;;4 АП;17971,;;;A>B;A;ДС ''Калиновского'' - Степянка;1234567;241278;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14678,14500,243482,243481,15427,15428,15424,16252,15375,15376,15381,15382,15383,15384,15385;;d1-d5 - 16.05.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Степянка - ДС ''Калиновского'';1234567;241274;;15385,297191,15386,15387,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
96;;;;2 АП;18017,;;;A>B;A;ДС ''Малиновка-4'' - Филиал БГУ;1234567;247114;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16255,16118,16119,16120;;d1-d5 - 01.05.2019<br>d6 - 01.05.2019<br>d7 - 01.05.2019
;;;;;;;;B>A;A;Филиал БГУ - ДС ''Малиновка-4'';1234567;247111;;16120,16121,16122,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
97;;;;6 АП;;;;A>B;A;ДС ''Серова'' - Малиновка-8;12345;247656;;69176,15068,15069,15070,15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;Малиновка-8 - ДС ''Серова'';12345;247655;;143094,14916,14917,14989,14988,14990,16255,15949,15950,15030,15047,15048,15049,15050,15051,15066,15067,69176;;
;;;;;;;0.79;D>B1;A;АП6 - Слуцкий гостинец - Малиновка-8;12345;247653;;15052,15053,15056,15057,15058,15031,15032,15947,15948,230009,14974,14975,14925,14926,143094;;
98с;;;;;17963,;;;A>B;A;ДС ''Лошица-2'' - Станция метро ''Могилевская'';12345;239927;;68811,15462,15463,15464,15490,15459,15460,15469,15500,15501,15502,133126,15504,15505,15506,14617,14584,14620,16180,14626,133405;;d1-d5 - 06.04.2019
;;;;;;;;B>A;A;Станция метро ''Могилевская'' - ДС ''Лошица-2'';12345;239928;;133405,14712,14711,14743,14623,14586,15513,15523,15524,15525,15535,15539,15540,15541,15485,15486,15456,15465,15466,15467,68810,68811;;
99;;;;7 АП;18017,;;;A>B;A;ДС ''Уручье-4'' - Военная академия;1234567;247182;;14660,14661,14663,14665,14666,14669,14670,14673,14652,14378,14642,14376,14373,14372,14369,14368,14366,14627;;d1-d5 - 16.05.2019<br>d6-d7 - 01.05.2019
;;;;;;;;B>A;A;Военная академия - ДС ''Уручье-4'';1234567;247184;;14627,14365,14367,14370,14371,14374,14375,14377,277102,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
;;;;;18032,;;0.69;D>A1;A;АП 7 - Уручье-4;12345;248600;;14371,14374,14375,14377,277102,14656,14653,14674,14672,14671,14668,14667,14664,14662,14659,14660;;
100;;;;;17971,;;;A>B;A;ДС ''Славинского'' - Аэропорт Минск-1;1234567;241464;;15014,14350,14347,14403,14490,14491,14492,15859,14768,15889,15703,15744,15860,15862,15863,15866,15869,15665,15838,15840,69250,15871;;d1-d5 - 30.03.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Аэропорт Минск-1 - ДС ''Славинского'';1234567;241465;;15871,15842,15841,15839,15844,15870,15868,15867,15864,15865,15861,15745,15746,15888,14756,14494,14495,14344,14348,14997,15014;;
101;;;;5 АП;17998,;;;A>B;A;ДС Дружная - ТЦ ''Ждановичи'';1234567;244974;;73076,204368,54508,15668,15669,69317,14815,14816,14762,14715,14817,14848,14849,15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,294624,133183;;d1-d5 - 22.04.2019<br>d6-d7 - 12.04.2019
;;;;;;;;B>A;A;ТЦ ''Ждановичи'' - ДС Дружная;1234567;244975;;133183,294625,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,15169,15195,14704,14714,14716,54642,14763,14717,15698,15700,15701,15702,73076;;
;;;;;18008,;;0;B>D;A;ТЦ ''Ждановичи'' - АП5;1234567;246496;;133183,294625,133185,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,15192,15193,69316,298016;;
;;;;;17998,;;0;D>A;A;АП5 - ДС Дружная;12345;244978;;14763,14717,15698,15700,15701,15702,73076;;
;;;;;;;0.51;D>B1;A;АП5 - ТЦ ''Ждановичи'';1234567;244977;;15563,14854,14859,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,133184,294624,133183;;
102;;;;2 АП;17956,;;;A>B;A;ДС Чижовка - Вокзал;1234567;238658;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547,15548,15549,15550,15551,191224,15552,15564,230003,243538;;d1-d5 - 01.03.2019<br>d6 - 16.03.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;Вокзал - ДС Чижовка;1234567;238660;;243538,15901,15443,15444,191225,15445,15446,15447,15448,15449,15450,15451,15495,15496,15497,269674,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;17971,;;0;A>D;A;ДС Чижовка - АП 2;67;241795;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547;;
;;;;;17956,;;0.56;A1>D;A;ДС Чижовка - Камвольный к-т - АП 2;12345;238656;;15534,15537,15539,15540,15541,15542,269675,15543,15544,15545,15546,15547;;
;;;;;;;0.68;D>A1;A;АП 2 - Чижовка;1234567;238661;;15450,15451,15495,15496,15497,269674,15499,15500,15501,15538,14616,15710,15771,15773,15513,15523,15524,15525,15534;;
;;;;;;;0;D>B;A;АП 2 - Вокзал;12345;238659;;15549,15550,15551,191224,15552,15564,230003,243538;;
103;;;;5 АП;17915,;;;A>B;A;ДС ''Юго-Запад'' - ДС ''Малиновка-4'';1234567;236243;;54682,15660,15661,15662,15663,15664,72368,16250,73039,211129,16230,230009,14913,14914,14915,14916,14927,14928,14929,14947,14948,14949,14950,147112,54638;;d1-d5 - 19.01.2019<br>d6-d7 - 22.05.2019
;;;;;;;;B>A;A;ДС Малиновка -4 - ДС ''Юго-Запад'';1234567;236242;;54638,14951,14952,14953,14954,14955,14956,14957,14958,14959,14960,14973,14990,16229,73882,211130,230205,16251,15569,15652,15653,200002,15659,15645,54682;;
104;;;;2 АП;18020,;;;A>B;A;ДС Малиновка-4 - Сеница;67;247825;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089,58327,58328,297283,297284;;d1-d5 - 17.05.2019<br>d6-d7 - 04.05.2019
;;;;;18033,;;;A>B;A;ДС ''Малиновка-4'' - Сеница;12345;248754;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089,58327,58328,297283,297284;;
;;;;;18020,;;;B>A;A;Сеница - ДС Малиновка-4;67;247827;;297284,297285,73744,58329,58330,15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;18033,;;;B>A;A;Сеница - ДС ''Малиновка-4'';12345;248756;;297284,297285,73744,58329,58330,15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;18020,;;0.78;A1>D;A;ДС Малиновка-4 - Слуцкий Гостинец - АП 2;67;247828;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;18033,;;0.78;A1>D;A;ДС ''Малиновка-4'' - Слуцкий Гостинец - АП 2;12345;248757;;54638,14951,14952,14982,14983,15585,14942,14943,14933,15592,15593,14911,14912,16255,68998,15949,15950,15030,15047,15048,15049,15050,15089;;
;;;;;18020,;;0.27;B1>D;A;Сеница - Слуцкий Гостинец - АП 2;1234567;247822;;297284,297285,73744,58329,58330,15052;;
;;;;;;;0.73;D>A1;A;АП 2 - Слуцкий Гостинец - ДС Малиновка-4;67;247829;;15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;18033,;;0.73;D>A1;A;АП 2 - Слуцкий Гостинец -  ДС ''Малиновка-4'';12345;248758;;15052,15053,15056,15057,15058,15031,15032,15947,15948,14991,15857,69018,15572,54693,14938,14939,14940,14941,14980,14981,14949,14950,147112,54638;;
;;;;;18020,;;0.22;D>B1;A;АП 2 - Слуцкий Гостинец -Сеница;67;247821;;15089,58327,58328,297283,297284;;
;;;;;18033,;;0.22;D>B1;A;АП 2 - Слуцкий Гостинец - Сеница;12345;248760;;15089,58327,58328,297283,297284;;
105;;;;4 АП;17537,;;;A>B;A;ДС ''Карастояновой'' - Зацень;1234567;214039;;15714,15713,58346,14693,14694,14964,14965,14967,14968,14969,14970,16081,16083;;d1-d5 - 31.03.2018<br>d6 - 16.03.2019<br>d6-d7 - 14.10.2017
;;;;;;;;B>A;A;Зацень - ДС ''Карастояновой'';1234567;214040;;16083,16082,16080,14999,15000,15001,15002,15004,15005,14845,14846,15716,15715,15750,15714;;
106;;;;6 АП;18017,;;;A>B;A;ДС Ангарская-4 - ст.м. Тракторный завод;12345;247291;;68909,15330,15331,15332,15334,15413,15414,15406,15417,14777,14778,15812,15813;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;ст.м. Тракторный завод - ДС Ангарская-4;12345;247292;;15813,15814,15811,14736,15363,15404,15405,15409,15410,15411,15303,15304,15833,68909;;
107;;;;5 АП;17988,;;;A>B;A;ДС ''Кунцевщина'' - Корженевского;1234567;242932;;15858,15553,15554,58331,72952,15517,15247,15250,15251,14701,14702,14703,14704,14714,14716,54642,14763,14717,14719,14812,15021,15022,15023,15024,15026,15031,15047,15048,15049,71466;;d1-d5 - 16.05.2019<br>d6-d7 - 02.04.2019
;;;;;;;;B>A;A;Корженевского - ДС ''Кунцевщина'';1234567;242935;;71466,15056,15057,15058,15059,15060,15062,15063,15064,14813,14814,14815,14816,14762,14715,14817,14818,14819,14838,15252,15253,15258,15518,15519,72951,15520,15521,15522,15858;;
108;;;;2 АП;17987,;;;A>B;A;Автостанция "Автозаводская" - Гатово;12345;242920;;133405,14712,14711,14743,14623,14622,14586,15513,15523,15525,15536,15539,15540,15541,16161,16131,16162,16163,16134,16166,16167,16170,16172,16173;;d1-d5 - 01.04.2019
;;;;;;;;B>A;A;Гатово - Автостанция "Автозаводская";12345;242919;;16173,16171,16169,16168,16165,16133,16164,16135,16132,16160,15500,15501,15502,133126,15504,15506,14617,14584,14619,14620,16180,14626,133405;;
