RouteNum;Authority;City;Transport;Operator;ValidityPeriods;SpecialDates;RouteTag;RouteType;Commercial;RouteName;Weekdays;RouteID;Entry;RouteStops;Pikas2012.11.19;Datestart
147д;;;;2 АП;17968,;;;A>B;A;ДС ''Малиновка-4'' - Брилевичи (Малыш);12345;240721;;54638,15583,15584,14984,14985,14986,14987,14989,14988,14990,16229,16231,71916,72681,16232,211138;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;Брилевичи (Малыш) - ДС ''Малиновка-4'';12345;240722;;211138,71972,72680,72679,16230,230009,14974,14975,14976,14977,14978,14979,15579,15580,15582,54638;;
148с;;;;6 АП;17992,;;;A>B;A;ДС Шабаны - Ландера;67;243312;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334,15085,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Ландера - ДС Шабаны;67;243313;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.13;B>A1;A;Автостанция "Автозаводская" - ДС Шабаны;67;243308;;15620,14745,14746;;
;;;;;;;0.68;A2>D;A;ДС Шабаны - АП 6 (подбор ч/з Иг. тракт);67;243316;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535,15539,15540,15541,15485,15486,15456,58334;;
;;;;;;;0.5;A3>D;A;ДС Шабаны - АП 6 (подбор ч/з Чижовку);67;243307;;14746,14747,14748,14749,14824,14825,14828,14712,14623,14586,15513,15523,15525,15535;;
;;;;;;;0.64;B1>D;A;Ландера - АП 6;67;243311;;15035,15036,15037,15038,15031,15047,15049,15050,15051,15071,15072,15074,15960,15490,15459,15460,15469,15500,15501,15502,133126;;
;;;;;;;0.13;D>A1;A;АП 6 - ДС Шабаны (подбор от ст.м.Могилевская);67;243309;;15620,14745,14746;;
;;;;;;;0.53;D>A2;A;АП 6 - ДС Шабаны (подбор от Иг. тракта);67;243315;;15490,15459,15460,15469,15500,15501,15502,133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.36;D>A3;A;АП 6 - ДС Шабаны (подбор с ДС Чижовка);67;243319;;133126,15504,15506,14617,14584,14620,14626,15620,14745,14746;;
;;;;;;;0.5;D>B1;A;АП 6 - Ландера(подпор с ДС Чижовка);67;243314;;15535,15539,15540,15541,15485,15486,15456,58334,15085,15087,15088,15052,15053,15056,15058,15027,69101,15028,15035;;
149;;;;5 АП;17999,;;;A>B;A;ДС ''Запад-3'' - Люцинская;1234567;244966;;69517,15170,15191,14860,14864,15561,15560,15559,71956,71954,71953,71957,71450,230014,133414,133386,133383;;d1-d5 - 22.04.2019<br>d6-d7 - 13.04.2019
;;;;;;;;B>A;A;Люцинская - ДС ''Запад-3'';1234567;244965;;133383,230067,133413,230015,151196,133193,71952,71955,15555,15556,15557,15558,14865,14881,14882,14883,14888,69517;;
150;;;;2 АП;17971,;;;A>B;A;Брилевичи - Озерцо;1234567;241843;;211138,71972,72680,72679,16230,230009,14913,14914,14915,14916,14927,14928,14929,71193,297207,197034,197035,197036,204297;;d1-d5 - 01.05.2019<br>d6-d7 - 16.03.2019
;;;;;;;;B>A;A;Озерцо - Брилевичи;1234567;241844;;204297,197063,197064,197065,197066,297206,14955,14956,14957,14958,14959,14960,14973,14990,16229,16231,71916,72681,16232,211138;;
151э;;;;6 АП;17758,;;;A>B;A;ДС ''Серебрянка'' - ТЦ ''Ждановичи'';234567;227100;;14501,15827,54306,15757,15754,15909,15944,14525,14528,14539,14553,14555,14556,14557,14558,58376;;d2-d5 - 15.08.2018<br>d6-d7 - 10.04.2019
;;;;;;;;B>A;A;ТЦ ''Ждановичи'' - ДС ''Серебрянка'';234567;227101;;58376,14559,14560,14561,14562,14563,14554,14565,14569,15893,15894,15905,15752,15758,15762,14476,14501;;
152с;;;;5 АП;16923,;;;A>B;A;Каменная горка-5 - ДС ''Одоевского''(Малыш);12345;181874;;73864,73865,73866,133344,72615,72616,14615,14852,15195,14819,14684,14850;;d1 - 02.05.2016<br>d2-d5 - 10.04.2019
;;;;;;;;B>A;A;ДС ''Одоевского''- Каменная Горка-5 (Малыш);12345;181873;;14850,15195,14819,14684,14593,14597,73864,73865,73866,133344,72615,72616;;
153;;;;7 АП;18032,;;;A>B;A;Танковая - Станция метро ''Уручье'';12345;248607;;14367,14370,14371,14374,14375,14377,277102,14656,14653;;d1-d5 - 16.05.2019
;;;;;;;;B>A;A;Станция метро ''Уручье'' - Танковая;12345;248606;;14653,14652,111246,14434,14437,14367;;
153д;;;;;;;;A>B;A;Танковая - Станция метро ''Уручье'';12345;248614;;14368,14436,14435,14656,14653;;d1-d5 - 16.05.2019
;;;;;;;;B>A;A;Станция метро ''Уручье'' - Танковая;12345;248613;;14653,14652,14378,14642,14376,14373,14372,14369,14368;;
154;;;;4 АП;17537,;;;A>B;A;ДС ''Карастояновой''  - Щедрина;12345;214041;;15714,15713,58346,15724,15726,15727,14961,14962,14963,14964,284061,284064,15146,15148;;d1-d5 - 31.03.2018
;;;;;;;;B>A;A;Щедрина - ДС ''Карастояновой'';12345;214042;;15148,15149,15005,15006,15007,15751,15725,15717,15716,15715,15750,15714;;
155;;;;7 АП;17847,;;;A>B;A;ДС ''Уручье-4'' - Озерище;1234567;232026;;14660,14659,14657,14656,14653,14650,14648,14646,14644,14642,277303,14630,16157,14636,16149;;d1-d5 - 27.04.2019<br>d6-d7 - 27.04.2019
;;;;;;;;B>A;A;Озерище - ДС ''Уручье-4'';1234567;232027;;16149,16151,16153,14638,297354,297354,277304,14643,14645,14647,14649,14651,14652,14654,14658,14660;;
156c;;;;5 АП;18038,;;;A>B;A;ДС ''Юго-Запад'' - Водоочистительная станция;1234567;248839;;54682,15645,15656,15657,58338,14937,14986,14989,14988,16255,73320,71983;;d1-d4 - 22.05.2019<br>d5 - 22.05.2019<br>d6-d7 - 22.05.2019
;;;;;;;;B>A;A;Водоочистительная станция - ДС ''Юго-Запад'';1234567;248840;;71983,73320,230009,14975,14976,14932,14934,15654,15655,15638,54609,54682;;
156с;;;;;;;;A>B;A;ДС ''Юго-Запад'' - Водоочистительная станция;67;248863;;54682,15645,15656,15657,58338,14937,14986,14989,14988,16255,73320,71983;;d6-d7 - 22.05.2019
;;;;;;;;B>A;A;Водоочистительная станция - ДС ''Юго-Запад'';67;248864;;71983,73320,230009,14975,14976,14932,14934,15654,15655,15638,54609,54682;;
157;;;;7 АП;17775,;;;A>B;A;ДС ''Карбышева'' - Маневича;12345;227666;;14364,14458,14459,15783,15785,15786,73668;;d1-d5 - 08.03.2019
;;;;;;;;B>A;A;Маневича - ДС ''Карбышева'';12345;227667;;73668,15787,15784,15782,58332,14364;;
158;;;;;;;;A>B;A;ДС ''Карбышева'' - Валерьяново;1234567;227671;;14364,14457,16019,133411;;d1-d5 - 08.03.2019<br>d6 - 16.03.2019<br>d6-d7 - 16.03.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;Валерьяново - ДС ''Карбышева'';1234567;227672;;133411,16020,14364;;
159;;;;5 АП;17987,;;;A>B;A;ДС ''Запад-3'' - Каменная горка-5 - ДС ''Запад-3'';1234567;242250;;69517,14878,14608,14610,73868,73864,73865,294505,133344,72615,72616,72617,14868,72620;;d1-d5 - 01.04.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;ДС ''Запад-3'' - ДС ''Запад-3'';1234567;242251;;72620,69517;;
160;;;;6 АП;17985,;;;A>B;A;Автостанция "Автозаводская" - Институт Сосны;1234567;242591;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16051,16057,16058,16059;;d1-d5 - 30.03.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Институт Сосны - Автостанция "Автозаводская";1234567;242592;;16059,58333,16052,16048,16045,16074,14828,16041,14712,14830;;
160а;;;;;;;;A>B;A;Автостанция "Автозаводская" - Институт Сосны;1234567;242599;;14830,15620,16040,16042,16043,16044,16073,16057,16058,16059;;d1-d5 - 30.03.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Институт Сосны - Автостанция "Автозаводская";1234567;242600;;16059,58333,16052,16050,16060,16051,16048,16045,16074,14828,16041,14712,14830;;
161;;;;;17992,;;;A>B;A;Автостанция "Автозаводская" - Полигон Тростенецкий - Сосны;67;243325;;14830,15620,16040,16042,16043,16044,16073,16050,16060,133335,133119,16051,16057,16058;;d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Сосны - Полигон Тростенецкий - Автостанция "Автозаводская";67;243326;;16058,16052,16048,16045,16074,14828,16041,14712,14711,14830;;
161а;;;;;17985,;;;A>B;A;Автостанция "Автозаводская" - Сосны - Полигон Тростенецкий;1234567;242605;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 30.03.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Полигон Тростенецкий - Сосны - Автостанция "Автозаводская";1234567;242606;;16058,16052,16050,16060,133335,133119,16051,16048,16045,16074,14828,16041,14712,14711,14830;;
161с;;;;;;;;A>B;A;Автостанция "Автозаводская" - АкваТрайпл - Полигон Тростенецкий;12345;242609;;14830,15620,16042,16050,16060,16110,133335;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;Полигон Тростенецкий - АкваТрайпл - Автостанция "Автозаводская";12345;242610;;133335,16110,133119,16051,14828,15343,14626,14830;;
162;;;;7 АП;17775,;;;A>B;A;ДС ''Карбышева'' - Цна;1234567;227664;;14364,14459,15783,15785,15786,230202,16078,16079;;d1-d5 - 08.03.2019<br>d6 - 16.03.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;Цна - ДС ''Карбышева'';1234567;227665;;16079,16077,230203,15787,15784,15782,58332,14364;;
163;;;;2 АП;17956,;;;A>B;A;ДС ''Одоевского''- Воронянского;1234567;238692;;14850,14853,14682,14683,14684,14685,14686,14687,73833,16188,16189,15114,15115,15566,15122,15774,15891,15665,15838,15873,15878,15879,15880;;d1-d5 - 01.03.2019<br>d6-d7 - 01.03.2019
;;;;;;;;B>A;A;Воронянского - д/с Одоевского;1234567;238690;;15880,15881,15874,15872,15839,15845,15920,15599,15009,15010,15217,73835,73834,14576,14577,14589,14590,14591,14592,14852,15563,14850;;
165;;;;7 АП;17318,;;;A>B;A;ДС ''Калиновского'' - Геологический переулок;12345;185826;;14354,14353,14996,14351,14350,14347,14403,14346,14342,14678,14500,243482,243481,15427,15428,15424,16252,15375,15376,15377,15370,15378;;d1-d5 - 01.06.2017
;;;;;;;;B>A;A;Геологический переулок - ДС ''Калиновского'';12345;185827;;15378,69253,15371,15372,15373,15374,15425,15426,14418,14420,14341,14343,14344,14348,14349,14352,14354;;
166;;;;2 АП;17410,;;;A>B;A;АС Юго-Западная - Михалово-2;1234567;206426;;132076,16253,15212,15213,71803,205260,277140;;d1-d7 - 01.09.2017
;;;;;;;;B>A;A;Михалово-2 - АС Юго-Западная;1234567;206427;;277140,205261,73042,14906,14907,16249,132076;;
168;;;;6 АП;17985,;;;A>B;A;Автостанция "Автозаводская" - АкваТрайпл - Сосны;12345;242613;;14830,15620,16040,16042,16043,16044,16073,16050,16060,16110,133119,16051,16057,16058;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;Сосны - АкваТрайпл - Автостанция "Автозаводская";12345;242614;;16058,16052,16048,16045,16074,14828,16041,14712,14830;;
168а;;;;;;;;A>B;A;Автостанция "Автозаводская" - Сосны - АкваТрайпл;12345;242618;;14830,15620,16040,16042,16043,16044,16073,16057,16058;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;АкваТрайпл - Сосны - Автостанция "Автозаводская";12345;242615;;16058,16052,16050,16060,16110,133119,16051,16048,16045,16074,14828,16041,14712,14830;;
170э;;;;5 АП;17870,;;;A>B;A;АС Юго-Западная - Западное кладбище;1234567;232868;;132076,212056,16255,71193,197035,197037,269111,269108,197045,197084;;d1-d5 - 05.12.2018<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Западное кладбище - АС Юго-Западная;1234567;232869;;197084,197057,269109,269110,197063,197065,14955,14959,14991,15197,132076;;
;;;;;;;0.5;C>A1;A;Озерцо - АС Юго-Западная;1234567;232867;;204297,197063,197065,14955,14959,14991,15197,132076;;
172э;;;;7 АП;17992,;;;A>B;A;ДС ''Уручье-2'' - Колодищанское кладбище;67;243794;;14386,73195,14642,16138,16136;;d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Колодищанское кладбище - ДС ''Уручье-2'';67;243793;;16136,16139,277102,14653,14386;;
173э;;;;6 АП;;;;A>B;A;м-р Сокол - Национальный аэропорт Минск;12345;243438;;16065,111376,133375,284300,284264,284264,284270,73752;;d1-d5 - 06.04.2019
;;;;;;;;B>A;A;Национальный аэропорт Минск - м-р Сокол;12345;243439;;73752,111377,16065;;
175э;;;;;17985,;;;A>B;A;Вокзал - Колядичи;12345;242621;;243538,15443,15444,15450,15455,15456,15992,15993,15995,15997,15999,15998;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;Колядичи - Вокзал;12345;242622;;15998,73901,16000,15996,15994,16001,15491,15492,15547,15552,243538;;
176э;;;;;;;;A>B;A;ДС ''Серова'' - ДС Шабаны;12345;242625;;69176,15068,15096,15089,15490,15459,15469,204367,69288,14791,14794,14820,14821,14822,14744,14746;;d1-d4 - 30.03.2019<br>d5 - 30.03.2019
;;;;;;;;B>A;A;ДС Шабаны - ДС ''Серова'';12345;242626;;14746,14785,14786,14787,14788,14789,14792,14793,236018,16160,15485,15456,58334,15090,15093,69175,69176;;
177э;;;;5 АП;17870,;;;A>B;A;ДС ''Кунцевщина'' - Озерцо;1234567;232872;;15858,14606,14868,14870,15173,15156,197034,197035,204297;;d1-d5 - 19.01.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;Озерцо - ДС ''Кунцевщина'';1234567;232873;;204297,197063,197065,197066,15151,15175,14878,14600,15522,15858;;
180с;;;;;18017,;;;A>B;A;ДС ''Серова'' - Красный Бор;12345;247762;;69176,15068,15095,15096,15106,15052,15053,15056,15058,15031,15032,14930,14932,14933,14934,14935,15654,15638,58341,58337,14874,14875,14876,14877,14889,14890,16007;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;Красный Бор - ДС ''Серова'';12345;247763;;16007,14893,15178,14870,14871,14872,14873,58335,58336,15647,15656,58338,14936,14937,14944,14945,71193,15030,15047,15049,15050,15090,15092,15093,15094,69175,69176;;
;;;;;;;0.04;D>B;A;D - Красный Бор;12345;247760;;14889,14890,16007;;
181э;;;;;18041,;;;A>B;A;Каменная Горка-5 - ДС ''Масюковщина'' ~ (Малыш-3);12345;248973;;187016,187017,133387,133389,187018,147047,147006,72403,15259,15261,15262,15228;;d1-d5 - 25.05.2019
;;;;;;;;B>A;A;ДС ''Масюковщина'' - Каменная Горка-5 (Малыш-3);12345;248974;;15228,15241,15518,151194,147007,199081,133381,133382,133386,133385,73866;;
183с;;;;2 АП + 6 АП;18017,;;;A>B;A;Малыш (ДС "Лошица-2"  - ДС "Серебрянка");12345;247153;;68811,15468,15485,15486,15491,15493,15547,15548,15549,14728,15753,14472,15758,15760,14476,14501;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;Малыш (ДС "Серебрянка" - ДС "Лошица-2");12345;247152;;14501,15827,15759,15757,15756,15754,14803,15447,15449,15450,15454,15459,15460,15461,68810,68811;;
184с;;;;5 АП;17343,;;;A>B;A;Каменная Горка-5 - ДС ''Одоевского''(Малыш-2);12345;203658;;187016,187017,133387,133389,187018,147047,147006,72615,72616,14615,14682,14703,14704,14714,15130,15588,15563,14850;;d1 - 26.06.2017<br>d2-d5 - 10.04.2019
;;;;;;;;B>A;A;ДС ''Одоевского''- Каменная горка-5 (Малыш-2);12345;203656;;14850,15562,15587,15166,14817,14818,14819,14593,14597,72406,151194,147007,199081,133381,133382,133386,133385,73866;;
185с;;;;;17968,;;;A>B;A;ДС Каменная Горка-5 - Масюковщина;12345;240543;;147018,187016,133381,133413,147047,72615,72616,14601,14602,14603,71952,15556,14838,14839,15223,16234,16235;;d1-d5 - 13.03.2019
;;;;;;;;B>A;A;Масюковщина - ДС Каменная Горка-5;12345;240544;;16235,133157,14700,14701,14591,15559,71953,14605,14606,14607,72406,151194,151195,133414,133384,147018;;
186;;;;6 АП;18017,;;;A>B;A;Станция метро ''Могилевская'' - Шишкина;12345;247293;;197285,15343,15344,15345,15704,15705,15707,15769,14707;;d1-d5 - 01.05.2019
;;;;;;;;B>A;A;Шишкина - Станция метро ''Могилевская'';12345;247294;;14707,14708,14549,15619,15295,15296,15297,14712,197285;;
187;;;;5 АП;17775,;;;A>B;A;Брикета - Красный Бор;12345;227880;;14612,72617,14868,14889,14890,16007;;d1-d5 - 01.09.2018
;;;;;;;;B>A;A;Красный Бор - Брикета;12345;227881;;16007,14891,14612;;
188с;;;;;18008,;;;A>B;A;Брилевичи - Школа №188;12345;246517;;211138,71972,211130,15635,15636,73864,151194,147007,199081,133381,133382,15600,71064;;d1-d5 - 22.04.2019
;;;;;;;;B>A;A;Школа №188 - Брилевичи;12345;246518;;71064,15566,133389,187018,147047,147006,72615,72616,15650,15664,211129,16232,211138;;
189э;;;;;17956,;;;A>B;A;ДС ''Запад-3'' - РКМЦ;1234567;238663;;69517,14878,14600,15522,15081,284001,284004;;d1-d5 - 01.03.2019<br>d6-d7 - 13.04.2019
;;;;;;;;B>A;A;РКМЦ - ДС ''Запад-3'';1234567;238664;;284004,284003,284002,15082,14868,72620,69517;;
190э;;;;2 АП;17854,;;;A>B;A;Вокзал - РКМЦ;1234567;232293;;243538,14527,14539,14553,14557,15081,284001,284004;;d1-d5 - 13.03.2019<br>d6 - 16.03.2019<br>d7 - 16.03.2019
;;;;;;;;B>A;A;РКМЦ - Вокзал;1234567;232294;;284004,284003,284002,15082,14561,14554,14565,14570,15870,243538;;
191;;;;6 АП;17992,;;;A>B;A;ДС ''Лошица-2'' - Воронянского;12345;243431;;68811,15468,15485,15486,15491,15492,15493,15546,15547,15548,15549,15550,15551,191224,54334,15910,15911,15912,15665,15838,15873,15883,15879,15880;;d1-d5 - 06.04.2019
;;;;;;;;B>A;A;Воронянского - ДС ''Лошица-2'';12345;243430;;15880,15881,15874,15872,15839,15843,15918,15903,15904,15444,191225,15445,15446,15447,15449,15450,15451,15454,15455,15459,15460,15461,68810,68811;;
196;;;;5 АП;17985,;;;A>B;A;ДС ''Малиновка-4'' - С. Ковалевской;12345;231594;;54638,15583,15584,15585,15586,15590,15591,14934,14935,15654,15655,71807,73042,14906,14907,16249,15696,15676,15677,15678,15679;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;С. Ковалевской - ДС ''Малиновка-4'';12345;231597;;15679,15680,15681,15682,15684,15212,15213,71803,73043,15656,15657,58338,14936,15575,15576,15577,15578,15579,15580,15582,54638;;
198э;;;;6 АП;;;;A>B;A;Сокол - Гостиница ''Спутник'';12345;242647;;16065,15343,15623,14782,14796,15874,15872,15839;;d1-d5 - 30.03.2019
;;;;;;;;B>A;A;Гостиница ''Спутник'' - Сокол;12345;242648;;15838,15873,15878,14730,15616,15618,15620,16065;;
199с;;;;;;;;A>B;A;ДС Шабаны - Сосны;12345;242651;;14746,14753,14824,14825,16073,16057,16058;;d1-d4 - 30.03.2019<br>d5 - 30.03.2019
;;;;;;;;B>A;A;Сосны - ДС Шабаны;12345;242652;;16058,16052,16050,16060,16051,16048,14625,14713,14746;;
921;;;;7 АП;17992,;;;A>B;A;ДС ''Зелёный Луг-6'' - ст.м. Восток;1234567;243050;;15788,15787,15784,15782,58332,14438,14358,14362,69222,14486,14487,14431,14488;;d1-d5 - 01.05.2019<br>d6-d7 - 06.04.2019
;;;;;;;;B>A;A;ст.м. Восток - ДС ''Зелёный Луг-6'';1234567;243051;;14488,14677,14343,14344,14348,14349,14352,58345,14357,14363,14361,14359,14440,14458,14459,15783,15785,15786,15788;;
947;;;;5 АП;17915,;;;A>B;A;ДС ''Масюковщина'' - Станция метро ''Пушкинская'';1234567;236255;;15227,15262,15263,15277,15278,14700,14701,14684,230016;;d1-d5 - 19.01.2019<br>d6-d7 - 22.01.2019
;;;;;;;;B>A;A;Станция метро ''Пушкинская'' - ДС ''Масюковщина'';1234567;236256;;230016,14590,14838,14839,15223,15224,15225,15226,15227;;
1;;;tram;ТР П;18032,;;;A>B;A;ДС ''Зелёный Луг'' - пл. Мясникова;1234567;248685;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,15267,15312,15269,15270,15271,15272,294494,15273,294496,15274;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;пл. Мясникова - ДС ''Зелёный Луг'';1234567;248688;;15274,294497,15275,15276,16217,15310,15311,15268,16215,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;
;;;;;;;0.59;A1>D;A;ДС ''Зелёный Луг'' - ТрП;1234567;248683;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266;;
;;;;;;;0.35;B1>D;A;пл. Мясникова - ТрП;1234567;248686;;15274,294497,15275,15276,16217,15310,15311,15268,16215;;
;;;;;;;0.59;D>A1;A;ТрП - ДС ''Зелёный Луг'';1234567;248684;;15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;
;;;;;;;0.36;D>B1;A;ТрП - пл. Мясникова;1234567;248687;;15267,15312,15269,15270,15271,15272,294494,15273,294496,15274;;
3;;;;;;;;A>B;A;ДС ''Озеро'' - ДС ''Серебрянка'';1234567;248693;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;ДС ''Серебрянка'' - ДС ''Озеро'';1234567;248696;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113,15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.4;A1>D;A;ДС ''Озеро'' - ТрП;1234567;248691;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266,16117,16116,15315;;
;;;;;;;0.56;B1>D;A;ДС ''Серебрянка'' - ТрП;1234567;248694;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113;;
;;;;;;;0.41;D>A1;A;ТрП - ДС ''Озеро'';1234567;248692;;15821,16114,15398,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.58;D>B1;A;ТрП - ДС ''Серебрянка'';1234567;248695;;15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
4;;;;;;;;A>B;A;ДС ''Озеро'' - пл. Мясникова;1234567;248700;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266,15267,15312,15269,15270,15271,15272,294494,15273,294496,15274;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;пл. Мясникова - ДС ''Озеро'';1234567;248701;;15274,294497,15275,15276,16217,15310,15311,15268,16215,15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.48;A1>D;A;ДС ''Озеро'' - ТрП;1234567;248698;;15183,15184,15185,15188,15189,15232,15234,15264,230065,15266;;
;;;;;;;0.43;B1>D;A;пл. Мясникова - ТрП;12345;248702;;15274,294497,15275,15276,16217,15310,15311,15268,16215;;
;;;;;;;0.49;D>A1;A;ТрП - ДС ''Озеро'';1234567;248699;;15399,15430,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.47;D>B1;A;ТрП - пл. Мясникова;12345;248703;;15267,15312,15269,15270,15271,15272,294494,15273,294496,15274;;
5;;;;;;;;A>B;A;ДС ''Озеро'' - ДС ''Зелёный Луг'';1234567;248746;;15183,15184,15185,15188,15189,15232,15234,15264,133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;ДС ''Зелёный Луг'' - ДС ''Озеро'';1234567;248749;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214,15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.34;A1>D;A;ДС ''Озеро'' - ТрП;1234567;248744;;15183,15184,15185,15188,15189,15232,15234,15264;;
;;;;;;;0.6;B1>D;A;ДС ''Зелёный Луг'' - ТрП;1234567;248747;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214;;
;;;;;;;0.34;D>A1;A;ТрП - ДС ''Озеро'';1234567;248745;;15431,15432,15233,15190,15187,15434,15183;;
;;;;;;;0.6;D>B1;A;ТрП - ДС ''Зелёный Луг'';1234567;248748;;133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;
6;;;;;;;;A>B;A;ДС ''Серебрянка'' - ДС ''Зелёный Луг'';1234567;248741;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113,15821,16114,15398,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;ДС ''Зелёный Луг'' - ДС ''Серебрянка'';1234567;248736;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,16117,16116,15315,15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.49;A1>D;A;ДС ''Серебрянка'' - ТрП;1234567;248739;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113;;
;;;;;;;0.49;B1>D;A;ДС ''Зелёный Луг'' - ТрП;1234567;248742;;16191,16193,16195,16196,294783,16199,16201,16204,16205,16208,16210,16211,16212,16214,230065,15266,16117,16116,15315;;
;;;;;;;0.49;D>A1;A;ТрП - ДС ''Серебрянка'';1234567;248740;;15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.48;D>B1;A;ТрП - ДС ''Зелёный Луг'';1234567;248743;;15821,16114,15398,15399,15430,133407,16213,16216,16209,16207,16203,16200,16198,294784,16197,16194,16192,16191;;
7;;;;;;;;A>B;A;ДС ''Серебрянка'' - пл. Мясникова;1234567;248725;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113,15821,16226,16227,15312,15269,15270,15271,15272,294494,15273,294496,15274;;d1-d5 - 16.05.2019<br>d6-d7 - 25.05.2019
;;;;;;;;B>A;A;пл. Мясникова - ДС  Серебрянка;1234567;248722;;15274,294497,15275,15276,16217,15310,15311,15268,15313,16228,15315,15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.61;A1>D;A;ДС ''Серебрянка'' - ТрП;1234567;248723;;15360,15974,15388,15389,15357,15391,15392,15352,15351,15395,54327,15396,15397,16113;;
;;;;;;;0.35;B1>D;A;пл. Мясникова - ТрП;1234567;248720;;15274,294497,15275,15276,16217,15310,15311,15268,15313,16228,15315;;
;;;;;;;0.63;D>A1;A;ТрП - ДС ''Серебрянка'';1234567;248724;;15317,15319,15347,15349,15350,15394,15393,15353,15354,15355,15356,15358,15359,15360;;
;;;;;;;0.36;D>B1;A;ТрП - пл. Мясникова;1234567;248721;;15821,16226,16227,15312,15269,15270,15271,15272,294494,15273,294496,15274;;
